Titel	Re­gister­typ	Re­gister	Divi­sions­faktor	Ein­heit	Vari­ablen­größe	Mindest­wert	Höchst­wert	Stan­dard­wert	
Brauchwasserzirkulation (GP11)	MODBUS_INPUT_REGISTER	1063	1		u8	0	0	0
Gesamtbetriebszeit Brauchwasser ZH	MODBUS_INPUT_REGISTER	1069	10	h	s32	0	9999999	0
Mehr Brauchwasser Status	MODBUS_INPUT_REGISTER	1078	1		u8	0	0	0
Urlaubsfunktion Status	MODBUS_HOLDING_REGISTER	19	1		s8	0	0	0
Drehzahl Heizungsumwälzpumpe (GP1)	MODBUS_INPUT_REGISTER	1102	1	%	u8	0	0	0
Angeschlossene Verdichter Heizung	MODBUS_INPUT_REGISTER	1108	1		u8	0	0	0
Angeschlossene Verdichter Brauchwasser	MODBUS_INPUT_REGISTER	1109	1		u8	0	0	0
Angeschlossene Verdichter Pool 1	MODBUS_INPUT_REGISTER	1110	1		u8	0	0	0
Umschaltventil Brauchwasser (QN10)	MODBUS_INPUT_REGISTER	2196	1		u8	0	0	0
Betriebsmodus stufengeregelte Zusatzheizung	MODBUS_INPUT_REGISTER	1115	1		u8	0	0	0
Relaisstatus, Basisplatine (EB100-EP14)	MODBUS_INPUT_REGISTER	1117	1		u8	0	0	0
Relaisstatus, Elektroheizpatronenplatine (EB100-EP14)	MODBUS_INPUT_REGISTER	1119	1		u16	0	0	0
Aktueller Status	MODBUS_INPUT_REGISTER	1120	1		u32	0	0	0
Funktionalität Wärmepumpe (EP14)	MODBUS_INPUT_REGISTER	1122	1		u32	0	0	0
Aktive Wärmepumpen	MODBUS_INPUT_REGISTER	1124	1		u16	0	0	0
Funktionalität Wärmepumpe (EP15)	MODBUS_INPUT_REGISTER	1125	1		u32	0	0	0
Betriebsmodus Brauchwasserkomfort	MODBUS_INPUT_REGISTER	1129	1		u8	0	0	0
Betriebsmodus Brauchwasserkomfort Zusatzheizung	MODBUS_INPUT_REGISTER	1130	1		u8	0	0	0
Blockiert	MODBUS_INPUT_REGISTER	1132	1		u8	0	0	0
Pool 1 (QN19)	MODBUS_INPUT_REGISTER	1134	1		u8	0	0	0
Version (EB101)	MODBUS_INPUT_REGISTER	1451	1		u16	0	0	0
Wärmepumpentyp (EB101)	MODBUS_INPUT_REGISTER	1452	1		u8	0	0	0
Verdichtergröße (EB101)	MODBUS_INPUT_REGISTER	1453	1		u8	0	0	0
Rücklauf (EB101-BT3)	MODBUS_INPUT_REGISTER	1475	10	°C	s16	0	0	0
Vorlauf (EB101-BT12)	MODBUS_INPUT_REGISTER	1478	10	°C	s16	0	0	0
Heißgas (EB101-BT14)	MODBUS_INPUT_REGISTER	1479	10	°C	s16	0	0	0
Flüssigkeitsleitung (EB101-BT15)	MODBUS_INPUT_REGISTER	1480	10	°C	s16	0	0	0
Sauggas (EB101-BT17)	MODBUS_INPUT_REGISTER	1481	10	°C	s16	0	0	0
Verdichterstatus (EB101)	MODBUS_INPUT_REGISTER	1484	1		u8	0	0	0
Verdichter, Zeit bis Start (EB101-EP14)	MODBUS_INPUT_REGISTER	1485	1	min	u8	0	0	0
Verdichter, Anzahl Starts (EB101-EP14)	MODBUS_INPUT_REGISTER	1489	1		u32	0	2147483647	0
Verdichter, Gesamtbetriebszeit (EB101-EP14)	MODBUS_INPUT_REGISTER	1491	1	h	u32	0	2147483647	0
Verdichter, Betriebszeit Brauchwasser (EB101-EP14)	MODBUS_INPUT_REGISTER	1493	1	h	u32	0	2147483647	0
Alarmnummer (EB101-EP14)	MODBUS_INPUT_REGISTER	1495	1		u16	0	0	0
Wärmepumpentyp (EB100)	MODBUS_INPUT_REGISTER	1497	1		u8	0	0	0
Verdichtergröße (EB100)	MODBUS_INPUT_REGISTER	1498	1		u8	0	0	0
Verdichter, angefordert (EB101-EP14)	MODBUS_INPUT_REGISTER	1556	1		u8	0	0	0
Kühlung Blockierung	MODBUS_INPUT_REGISTER	1559	1		u8	0	0	0
Datum periodisches Brauchwasser	MODBUS_INPUT_REGISTER	1561	1		-	-	-	-
Blockierte Verdichter	MODBUS_INPUT_REGISTER	2174	1		u32	0	0	0
Kühlgradminuten	MODBUS_HOLDING_REGISTER	20	10	GM	s16	-30000	30000	0
id:2728	MODBUS_HOLDING_REGISTER	3099	1		s32	0	9999999	0
Kühlpumpe manuelle Drehzahl	MODBUS_HOLDING_REGISTER	21	1	%	u8	1	100	70
Außenlufttemperatur (EB101-BT28)	MODBUS_INPUT_REGISTER	1621	10	°C	s16	0	0	0
Verdampfer (EB101-BT16)	MODBUS_INPUT_REGISTER	1622	10	°C	s16	0	0	0
Drehzahl Heizungsumwälzpumpe (GP1)	MODBUS_INPUT_REGISTER	1636	1	%	u8	0	0	0
id:2793	MODBUS_INPUT_REGISTER	1637	1	%	u8	0	0	0
Frostschutz Wärmeübertrager Wärmepumpe 1	MODBUS_INPUT_REGISTER	1638	1		u8	0	0	0
Betriebsmodus externe Zusatzheizung	MODBUS_INPUT_REGISTER	1693	1		u8	0	0	0
Angeschlossene Verdichter Kühlung	MODBUS_INPUT_REGISTER	1694	1		u8	0	0	0
BP4, unbearbeitet (EB101-EP14)	MODBUS_INPUT_REGISTER	1800	1		s16	0	0	0
Niederdruck (EB101-BP8)	MODBUS_INPUT_REGISTER	1802	10	bar	s16	0	0	0
Aktuelle Verdichterfrequenz (EB101)	MODBUS_INPUT_REGISTER	1803	10	Hz	s16	0	0	0
Schutzmodus (EB101)	MODBUS_INPUT_REGISTER	1804	1		u16	0	0	0
Enteisung (EB101)	MODBUS_INPUT_REGISTER	1805	1		u8	0	0	0
Leistung (EB101-EP14)	MODBUS_INPUT_REGISTER	1806	1	kW	u8	0	0	0
Interne Ladepumpe (GP12)	MODBUS_INPUT_REGISTER	1822	1		u8	0	0	0
Klimatisierungssystem 4	MODBUS_INPUT_REGISTER	1823	1		u8	0	0	0
Klimatisierungssystem 3	MODBUS_INPUT_REGISTER	1824	1		u8	0	0	0
Klimatisierungssystem 2	MODBUS_INPUT_REGISTER	1825	1		u8	0	0	0
Klimatisierungssystem 1 (VBP)	MODBUS_INPUT_REGISTER	1826	1		u8	0	0	0
Pool 1 Pumpenstatus	MODBUS_INPUT_REGISTER	1828	1		u8	0	0	0
Angeforderte Verdichterfrequenz (EB101)	MODBUS_INPUT_REGISTER	1854	1	Hz	u8	0	0	0
Niederdrucksensor, unbearbeitet (EB101-EP14)	MODBUS_INPUT_REGISTER	1902	1		s16	0	0	0
Aktueller Sensor (EB101-EP14)	MODBUS_INPUT_REGISTER	1903	10	A	s16	0	0	0
Betriebsmodus (SG Ready)	MODBUS_INPUT_REGISTER	1911	1		u8	0	0	0
SG ready, Eingang A	MODBUS_INPUT_REGISTER	1912	1		u8	0	0	0
SG ready, Eingang B	MODBUS_INPUT_REGISTER	1913	1		u8	0	0	0
Brauchwasser Komfortmodus (SPA)	MODBUS_INPUT_REGISTER	1915	1		s8	0	0	0
Verschiebung Pool (SPA)	MODBUS_INPUT_REGISTER	1916	1		s8	0	0	0
Verschiebung Kühlkurve (SPA)	MODBUS_INPUT_REGISTER	1917	1		s8	0	0	0
Betriebsmodus (Smart Price Adaption)	MODBUS_INPUT_REGISTER	1918	1		u8	0	0	0
Verdampfer 2 (EB101-EP14-BT16)	MODBUS_INPUT_REGISTER	1966	10	°C	s16	0	0	0
Temperatur, Wechselrichter (EB101-EP14)	MODBUS_INPUT_REGISTER	1967	10	°C	s16	0	0	0
Ventilatordrehzahl (EB101-EP14)	MODBUS_INPUT_REGISTER	1968	1		u8	0	0	0
Verdampfer 2 (EB100-EP15-BT16)	MODBUS_INPUT_REGISTER	1969	10	°C	s16	0	0	0
Temperatur, Wechselrichter (EB100-EP15)	MODBUS_INPUT_REGISTER	1970	10	°C	s16	0	0	0
Ventilatordrehzahl (EB100-EP15)	MODBUS_INPUT_REGISTER	1971	1		u8	0	0	0
Verdampfer 2 (EB100-EP14-BT16)	MODBUS_INPUT_REGISTER	1972	10	°C	s16	0	0	0
Temperatur, Wechselrichter (EB100-EP14)	MODBUS_INPUT_REGISTER	1973	10	°C	s16	0	0	0
Ventilatordrehzahl (EB100-EP14)	MODBUS_INPUT_REGISTER	1974	1		u8	0	0	0
Alarmnummer	MODBUS_INPUT_REGISTER	1975	1		s16	0	0	0
Alarm zurücksetzen	MODBUS_HOLDING_REGISTER	22	1		u8	0	0	0
Nicht modulspezifische Alarmnummern	MODBUS_INPUT_REGISTER	1976	1		s16	0	0	0
Heizkurve Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	25	1		s8	0	15	9
Heizkurve Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	26	1		s8	0	15	9
Verschieb. Heizkurve Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	29	1		s8	-10	10	0
Verschieb. Heizkurve Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	30	1		s8	-10	10	0
Niedrigster Vorlauf Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	33	10	°C	s16	50	800	200
Niedrigster Vorlauf Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	34	10	°C	s16	50	800	200
Höchster Vorlauf Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	37	10	°C	s16	50	800	600
Höchster Vorlauf Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	38	10	°C	s16	50	800	600
Eigene Kurve, Heizung P7	MODBUS_HOLDING_REGISTER	39	1	°C	s8	5	80	15
Eigene Kurve, Heizung P6	MODBUS_HOLDING_REGISTER	40	1	°C	s8	5	80	15
Eigene Kurve, Heizung P5	MODBUS_HOLDING_REGISTER	41	1	°C	s8	5	80	26
Eigene Kurve, Heizung P4	MODBUS_HOLDING_REGISTER	42	1	°C	s8	5	80	32
Eigene Kurve, Heizung P3	MODBUS_HOLDING_REGISTER	43	1	°C	s8	5	80	35
Eigene Kurve, Heizung P2	MODBUS_HOLDING_REGISTER	44	1	°C	s8	5	80	40
Eigene Kurve, Heizung P1	MODBUS_HOLDING_REGISTER	45	1	°C	s8	5	80	45
Punktverschiebung Außenlufttemperatur	MODBUS_HOLDING_REGISTER	46	1	°C	s8	-40	30	0
Punktverschiebung	MODBUS_HOLDING_REGISTER	47	1	°C	s8	-10	10	0
Externe Justierung Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	50	1		s8	-10	10	0
Externe Justierung Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	51	1		s8	-10	10	0
Externe Justierung mit Raumfühler Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	54	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	55	10	°C	s16	50	300	200
Brauchwasser Bedarfsmodus	MODBUS_HOLDING_REGISTER	56	1		s8	0	4	1
Starttemperatur BW hohe Temperatur	MODBUS_HOLDING_REGISTER	58	10	°C	s16	50	700	530
Starttemperatur BW normale Temperatur	MODBUS_HOLDING_REGISTER	59	10	°C	s16	50	700	480
Starttemperatur BW niedrige Temperatur	MODBUS_HOLDING_REGISTER	60	10	°C	s16	50	700	430
Stopptemperatur BW periodische Erhöhung	MODBUS_HOLDING_REGISTER	61	10	°C	s16	550	700	550
Stopptemperatur BW hohe Temperatur	MODBUS_HOLDING_REGISTER	62	10	°C	s16	50	700	550
Stopptemperatur BW normale Temperatur	MODBUS_HOLDING_REGISTER	63	10	°C	s16	50	700	510
Stopptemperatur BW niedrige Temperatur	MODBUS_HOLDING_REGISTER	64	10	°C	s16	50	700	480
Periodisches Brauchwasser	MODBUS_HOLDING_REGISTER	65	1		s8	0	1	1
Periodisches Brauchwasser-Intervall	MODBUS_HOLDING_REGISTER	66	1	Tage	s8	1	90	7
Startzeit periodisches BW	MODBUS_HOLDING_REGISTER	67	1		-	-	-	-
Betriebszeit	MODBUS_HOLDING_REGISTER	3102	1	min	s8	1	60	60
Stillstandszeit	MODBUS_HOLDING_REGISTER	69	1	min	s8	0	60	0
Sprache	MODBUS_HOLDING_REGISTER	91	1		s8	0	24	0
Periodenzeit Brauchwasser	MODBUS_HOLDING_REGISTER	92	1	min	u8	0	180	30
Periodenzeit Heizung	MODBUS_HOLDING_REGISTER	93	1	min	u8	0	180	30
Betriebsmodus	MODBUS_HOLDING_REGISTER	2743	1		u8	0	2	0
Betriebsmodus HU-Pumpe	MODBUS_HOLDING_REGISTER	95	1		u8	10	40	40
Zwangssteuerung aktivieren	MODBUS_HOLDING_REGISTER	5000	1		u8	0	0	0
GM Erwärmung starten	MODBUS_HOLDING_REGISTER	97	1	GM	s16	-1000	-30	-60
GM zwischen ZH-Stufen	MODBUS_HOLDING_REGISTER	100	1	GM	s16	10	1000	100
Max. interne Zusatzheizung	MODBUS_HOLDING_REGISTER	102	100	kW	s16	0	4500	900
Sicherung	MODBUS_HOLDING_REGISTER	103	1	A	u16	1	400	16
Phase Order L3	MODBUS_HOLDING_REGISTER	2747	1		u8	1	128	4
Phase Order L2	MODBUS_HOLDING_REGISTER	2746	1		u8	1	128	2
Phase Order L1	MODBUS_HOLDING_REGISTER	2745	1		u8	1	128	1
Bodentrocknung	MODBUS_HOLDING_REGISTER	120	1		u8	0	1	0
Bodentrocknung Periode 7	MODBUS_HOLDING_REGISTER	121	1	Tage	u8	0	30	2
Bodentrocknung Periode 6	MODBUS_HOLDING_REGISTER	122	1	Tage	u8	0	30	2
Bodentrocknung Periode 5	MODBUS_HOLDING_REGISTER	123	1	Tage	u8	0	30	2
Bodentrocknung Periode 4	MODBUS_HOLDING_REGISTER	124	1	Tage	u8	0	30	3
Bodentrocknung Periode 3	MODBUS_HOLDING_REGISTER	125	1	Tage	u8	0	30	2
Bodentrocknung Periode 2	MODBUS_HOLDING_REGISTER	126	1	Tage	u8	0	30	2
Bodentrocknung Periode 1	MODBUS_HOLDING_REGISTER	127	1	Tage	u8	0	30	2
Bodentrocknung Temp. 7	MODBUS_HOLDING_REGISTER	128	1	°C	u8	15	70	20
Bodentrocknung Temp. 6	MODBUS_HOLDING_REGISTER	129	1	°C	u8	15	70	30
Bodentrocknung Temp. 5	MODBUS_HOLDING_REGISTER	130	1	°C	u8	15	70	40
Bodentrocknung Temp. 4	MODBUS_HOLDING_REGISTER	131	1	°C	u8	15	70	45
Bodentrocknung Temp. 3	MODBUS_HOLDING_REGISTER	132	1	°C	u8	15	70	40
Bodentrocknung Temp. 2	MODBUS_HOLDING_REGISTER	133	1	°C	u8	15	70	30
Bodentrocknung Temp. 1	MODBUS_HOLDING_REGISTER	134	1	°C	u8	15	70	20
Bodentrocknung Dauer.	MODBUS_INPUT_REGISTER	1977	1		u16	0	10000	0
Dimensionierte Außenlufttemperatur	MODBUS_HOLDING_REGISTER	140	10	°C	s16	-400	200	-180
Delta-T für NAT	MODBUS_HOLDING_REGISTER	141	10	°C	s16	10	250	100
Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	142	1		u8	0	1	0
Klimatisierungssystem 3	MODBUS_HOLDING_REGISTER	143	1		u8	0	1	0
Klimatisierungssystem 4	MODBUS_HOLDING_REGISTER	144	1		u8	0	1	0
Klimatisierungssystem 2 Mischventilverstärkung	MODBUS_HOLDING_REGISTER	147	10		s8	1	100	10
Klimatisierungssystem 2 Mischventilwartezeit	MODBUS_HOLDING_REGISTER	150	1	s	s16	10	300	30
MV-gesteuerte ZH	MODBUS_HOLDING_REGISTER	153	1		u8	0	1	0
Wartezeit Mischventil, MV-gesteuerte Zusatzheizung	MODBUS_HOLDING_REGISTER	157	1	s	s16	10	300	30
Stufengeregelte Zusatzheizung Zubehör	MODBUS_HOLDING_REGISTER	158	1		u8	0	1	0
Wartezeit Kühlung/Heizung	MODBUS_HOLDING_REGISTER	165	1	h	s8	0	48	2
Heizung Start bei Untertemp.	MODBUS_HOLDING_REGISTER	166	10	°C	s8	5	100	10
Kühlung Start bei Übertemp.	MODBUS_HOLDING_REGISTER	167	10	°C	s8	5	100	30
Kühlung mit Raumfühler	MODBUS_HOLDING_REGISTER	170	10		u8	0	41	0
Start aktive Kühlung GM	MODBUS_HOLDING_REGISTER	173	1	GM	s16	10	300	30
Zusatzheizung zulassen, Heizung	MODBUS_HOLDING_REGISTER	180	1		u8	0	1	1
Heizung zulassen	MODBUS_HOLDING_REGISTER	181	1		u8	0	1	1
Kühlung zulassen	MODBUS_HOLDING_REGISTER	182	1		u8	0	1	1
Automatikmodus, Stopptemperatur für Heizung	MODBUS_HOLDING_REGISTER	184	10	°C	s16	-200	400	170
Automatikmodus, Zusatzheizung Stopptemperatur	MODBUS_HOLDING_REGISTER	185	10	°C	s16	-250	400	50
Automatikmodus Filterzeit	MODBUS_HOLDING_REGISTER	186	1	h	u8	0	48	24
Max. Differenz Vorlauf, Verdichter	MODBUS_HOLDING_REGISTER	187	10	°C	s16	10	250	100
Max. Differenz Vorlauf, Zusatzheizung	MODBUS_HOLDING_REGISTER	188	10	°C	s16	10	240	70
Zeitformat	MODBUS_HOLDING_REGISTER	194	1		u8	0	1	1
Alarmmaßnahme, Raumtemperatur senken	MODBUS_HOLDING_REGISTER	196	1		u8	0	1	0
Alarmmaßnahme Brauchwassertemperatur senken	MODBUS_HOLDING_REGISTER	197	1		u8	0	1	1
Hilfsbetrieb bei Alarm	MODBUS_HOLDING_REGISTER	198	1		u8	0	0	0
Raumfühler Klimatisierungssystem 4 verwenden	MODBUS_HOLDING_REGISTER	199	1		u8	0	1	0
Raumfühler Klimatisierungssystem 3 verwenden	MODBUS_HOLDING_REGISTER	200	1		u8	0	1	0
Raumfühler Klimatisierungssystem 2 verwenden	MODBUS_HOLDING_REGISTER	201	1		u8	0	1	0
Raumfühler Klimatisierungssystem 1 verwenden	MODBUS_HOLDING_REGISTER	202	1		u8	0	1	0
Raumfühler Sollwert Klimatisierungssystem 4	MODBUS_HOLDING_REGISTER	203	10	°C	s16	50	300	200
Raumfühler Sollwert Klimatisierungssystem 3	MODBUS_HOLDING_REGISTER	204	10	°C	s16	50	300	200
Raumfühler Sollwert Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	205	10	°C	s16	50	300	200
Raumfühler Sollwert Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	206	10	°C	s16	50	300	200
Raumfühler Faktor Klimatisierungssystem 4	MODBUS_HOLDING_REGISTER	207	10		u8	0	60	20
Raumfühler Faktor Klimatisierungssystem 3	MODBUS_HOLDING_REGISTER	208	10		u8	0	60	20
Raumfühler Faktor Klimatisierungssystem 2	MODBUS_HOLDING_REGISTER	209	10		u8	0	60	20
Raumfühler Faktor Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	210	10		u8	0	60	20
Eingang AUX5	MODBUS_HOLDING_REGISTER	211	1		u8	0	68	0
Eingang AUX4	MODBUS_HOLDING_REGISTER	212	1		u8	0	68	0
Eingang AUX3	MODBUS_HOLDING_REGISTER	213	1		u8	0	68	0
Eingang AUX2	MODBUS_HOLDING_REGISTER	214	1		u8	0	68	0
Eingang AUX1	MODBUS_HOLDING_REGISTER	215	1		u8	0	68	0
Ausgang AUX1	MODBUS_HOLDING_REGISTER	216	1		u8	0	30	0
id:3968	MODBUS_HOLDING_REGISTER	2752	1		u16	1	3600	5
Voreingest. Luftvolumenstrom für Klimatisierungssystem	MODBUS_HOLDING_REGISTER	223	1		u8	0	3	1
id:3977	MODBUS_HOLDING_REGISTER	2753	1		u8	21	22	22
Mehr Brauchwasser (Anzahl Minuten)	MODBUS_HOLDING_REGISTER	225	1		u16	0	0	0
id:4045	MODBUS_HOLDING_REGISTER	5245	1	°C	s8	1	40	8
id:4046	MODBUS_HOLDING_REGISTER	5247	1	°C	s8	0	40	4
id:4049	MODBUS_HOLDING_REGISTER	5249	1		u8	0	1	0
id:4050	MODBUS_HOLDING_REGISTER	5250	1		u8	0	1	0
id:4051	MODBUS_HOLDING_REGISTER	5251	1		u8	0	1	0
Betriebsmodus	MODBUS_HOLDING_REGISTER	237	1		u8	0	0	0
GM-Differenz Start Zusatzheizung	MODBUS_HOLDING_REGISTER	679	1	GM	s16	100	2000	700
Kühl-/Heizsensor Sollwert	MODBUS_HOLDING_REGISTER	681	10		s16	50	400	210
Pool 1 Zubehör	MODBUS_HOLDING_REGISTER	685	1		u8	0	1	0
Brauchwasserkomfort	MODBUS_HOLDING_REGISTER	694	1		u8	0	1	0
Mehr Brauchwasser	MODBUS_HOLDING_REGISTER	697	1		s8	0	0	0
Startdifferenz GM, stufengeregelte Zusatzheizung	MODBUS_HOLDING_REGISTER	703	1	GM	s16	0	2000	400
Brauchwasserkomfort Mischventil ein/aus	MODBUS_HOLDING_REGISTER	705	1		u8	0	1	0
Externes Kühlzubehör	MODBUS_HOLDING_REGISTER	709	1		u8	0	1	0
id:4591	MODBUS_HOLDING_REGISTER	5256	1		s8	5	80	30
Kühlung angeschlossen, Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	726	1		u8	0	1	1
id:4617	MODBUS_HOLDING_REGISTER	5257	1		s8	0	1	0
Betriebsart Ladepumpe (EB101)	MODBUS_HOLDING_REGISTER	748	1		u8	0	1	1
id:4660	MODBUS_HOLDING_REGISTER	5267	1		u8	0	0	0
MV-gest. Wärmequellenmedium, Zubehör	MODBUS_HOLDING_REGISTER	5268	1		u8	0	1	0
MV-gest. Wärmequellenmedium, max. Temp.	MODBUS_HOLDING_REGISTER	5271	1	°C	u8	0	30	20
Zusatzheizung nach Umschaltventil	MODBUS_HOLDING_REGISTER	758	1		u8	0	0	0
Erwärmung (SG Ready)	MODBUS_HOLDING_REGISTER	760	1		u8	0	1	1
id:4703	MODBUS_HOLDING_REGISTER	5272	1		u8	0	1	0
id:4704	MODBUS_HOLDING_REGISTER	5273	1		u8	0	1	0
id:4705	MODBUS_HOLDING_REGISTER	5274	1		u8	0	1	0
id:4706	MODBUS_HOLDING_REGISTER	5275	1		u8	0	1	0
id:4707	MODBUS_HOLDING_REGISTER	5276	1		u8	0	1	0
id:4708	MODBUS_HOLDING_REGISTER	5277	1		u8	0	1	0
id:4709	MODBUS_HOLDING_REGISTER	5278	1		u8	0	1	0
id:4710	MODBUS_HOLDING_REGISTER	5279	1		u8	0	1	0
Eingang AUX6	MODBUS_HOLDING_REGISTER	767	1		u8	0	68	0
Betriebsmodus Umwälzpumpe Heizung Wärmepumpe 1	MODBUS_HOLDING_REGISTER	783	1		u8	0	1	1
Drehzahl Umwälzpumpe Brauchwasser Wärmepumpe 1	MODBUS_HOLDING_REGISTER	791	1	%	u8	1	100	70
Betriebsmodus Umwälzpumpe Brauchwasser Wärmepumpe 1	MODBUS_HOLDING_REGISTER	799	1		u8	0	1	1
Drehzahl Umwälzpumpe Standbymodus Wärmepumpe 1	MODBUS_HOLDING_REGISTER	841	1	%	u8	1	100	30
Drehzahl Umwälzpumpe, Standbymodus (EB100)	MODBUS_HOLDING_REGISTER	842	1	%	u8	1	100	30
Aktiviert (Smart Price Adaption)	MODBUS_HOLDING_REGISTER	843	1		u8	0	1	0
(SPA), Kühlung aktiviert	MODBUS_HOLDING_REGISTER	849	1		u8	0	1	1
(SPA), Bereich	MODBUS_HOLDING_REGISTER	851	1		u8	0	255	255
Max. Drehzahl geregelte Ladepumpe (EB101)	MODBUS_HOLDING_REGISTER	867	1	%	u8	80	100	100
Externe Justierung Klimatisierungssystem 8	MODBUS_HOLDING_REGISTER	893	1		s8	-10	10	0
Externe Justierung Klimatisierungssystem 7	MODBUS_HOLDING_REGISTER	894	1		s8	-10	10	0
Externe Justierung Klimatisierungssystem 6	MODBUS_HOLDING_REGISTER	895	1		s8	-10	10	0
Externe Justierung Klimatisierungssystem 5	MODBUS_HOLDING_REGISTER	896	1		s8	-10	10	0
Externe Justierung mit Raumfühler Klimatisierungssystem 8	MODBUS_HOLDING_REGISTER	897	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler Klimatisierungssystem 7	MODBUS_HOLDING_REGISTER	898	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler Klimatisierungssystem 6	MODBUS_HOLDING_REGISTER	899	10	°C	s16	50	300	200
Externe Justierung mit Raumfühler Klimatisierungssystem 5	MODBUS_HOLDING_REGISTER	900	10	°C	s16	50	300	200
Klimatisierungssystem 5	MODBUS_HOLDING_REGISTER	905	1		u8	0	1	0
Klimatisierungssystem 6	MODBUS_HOLDING_REGISTER	906	1		u8	0	1	0
Klimatisierungssystem 7	MODBUS_HOLDING_REGISTER	907	1		u8	0	1	0
Klimatisierungssystem 8	MODBUS_HOLDING_REGISTER	908	1		u8	0	1	0
Heizung angeschlossen, Klimatisierungssystem 1	MODBUS_HOLDING_REGISTER	932	1		u8	0	1	1
ERS 1	MODBUS_HOLDING_REGISTER	933	1		u8	0	1	0
Sperrbereich 2 (EB101)	MODBUS_HOLDING_REGISTER	5295	1		u8	0	1	0
Sperrbereich 1 (EB101)	MODBUS_HOLDING_REGISTER	5296	1		u8	0	1	0
id:4971	MODBUS_HOLDING_REGISTER	5297	1	Hz	u8	20	117	20
id:4972	MODBUS_HOLDING_REGISTER	5298	1	Hz	u8	20	117	20
id:4973	MODBUS_HOLDING_REGISTER	5299	1	Hz	u8	23	120	23
id:4974	MODBUS_HOLDING_REGISTER	5300	1	Hz	u8	23	120	23
Raumfühler Klimatisierungssystem 8 verwenden	MODBUS_HOLDING_REGISTER	948	1		u8	0	1	0
Raumfühler Klimatisierungssystem 7 verwenden	MODBUS_HOLDING_REGISTER	949	1		u8	0	1	0
Raumfühler Klimatisierungssystem 6 verwenden	MODBUS_HOLDING_REGISTER	950	1		u8	0	1	0
Raumfühler Klimatisierungssystem 5 verwenden	MODBUS_HOLDING_REGISTER	951	1		u8	0	1	0
Raumfühler Sollwert Klimatisierungssystem 8	MODBUS_HOLDING_REGISTER	952	10	°C	s16	50	300	200
Raumfühler Sollwert Klimatisierungssystem 7	MODBUS_HOLDING_REGISTER	953	10	°C	s16	50	300	200
Raumfühler Sollwert Klimatisierungssystem 6	MODBUS_HOLDING_REGISTER	954	10	°C	s16	50	300	200
Raumfühler Sollwert Klimatisierungssystem 5	MODBUS_HOLDING_REGISTER	955	10	°C	s16	50	300	200
Raumfühler Faktor Klimatisierungssystem 8	MODBUS_HOLDING_REGISTER	956	10		u8	0	60	20
Raumfühler Faktor Klimatisierungssystem 7	MODBUS_HOLDING_REGISTER	957	10		u8	0	60	20
Raumfühler Faktor Klimatisierungssystem 6	MODBUS_HOLDING_REGISTER	958	10		u8	0	60	20
Raumfühler Faktor Klimatisierungssystem 5	MODBUS_HOLDING_REGISTER	959	10		u8	0	60	20
Stromtrafo Umwandlungsverhältnis	MODBUS_HOLDING_REGISTER	980	1		u16	300	3000	300
Raumfühler Sollwert Klimatisierungssystem 8, Kühlung	MODBUS_HOLDING_REGISTER	981	10	°C	s16	50	350	250
Raumfühler Sollwert Klimatisierungssystem 7, Kühlung	MODBUS_HOLDING_REGISTER	982	10	°C	s16	50	350	250
Raumfühler Sollwert Klimatisierungssystem 6, Kühlung	MODBUS_HOLDING_REGISTER	983	10	°C	s16	50	350	250
Raumfühler Sollwert Klimatisierungssystem 5, Kühlung	MODBUS_HOLDING_REGISTER	984	10	°C	s16	50	350	250
Raumfühler Sollwert Klimatisierungssystem 4, Kühlung	MODBUS_HOLDING_REGISTER	985	10	°C	s16	50	350	250
Raumfühler Sollwert Klimatisierungssystem 3, Kühlung	MODBUS_HOLDING_REGISTER	986	10	°C	s16	50	350	250
Raumfühler Sollwert Klimatisierungssystem 2, Kühlung	MODBUS_HOLDING_REGISTER	987	10	°C	s16	50	350	250
Raumfühler Sollwert Klimatisierungssystem 1, Kühlung	MODBUS_HOLDING_REGISTER	988	10	°C	s16	50	350	250
Raumfühler Faktor Klimatisierungssystem 8, Kühlung	MODBUS_HOLDING_REGISTER	989	10		u8	0	60	10
